turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
2.446,151,44.6,8.98,0.195,0.466,max
3.03,173,44.8,4.37,1.177,0.494,med
4.879,167,31.5,7.07,0.421,0.686,med
3.687,183,39.3,8.56,0.316,0.801,max
1.801,288,43.2,7.49,0.895,0.26,med
3.901,104,41.0,7.04,0.767,0.921,med
0.87,9,21.6,7.45,1.18,0.979,min
5.221,110,41.9,6.77,0.814,0.69,max
0.603,22,20.3,6.84,1.121,0.752,min
5.404,185,41.8,6.26,0.173,0.937,med
4.979,150,21.1,8.68,0.685,0.661,max
2.818,166,33.4,6.11,0.855,0.105,med
3.127,193,28.7,5.04,0.495,0.493,max
4.289,271,44.3,8.17,0.723,0.294,max
4.163,204,26.1,7.73,0.537,0.144,med
3.86,148,37.4,5.19,0.262,1.018,med
3.73,279,39.5,9.06,0.634,0.823,med
0.541,26,20.1,6.84,0.952,0.91,min
4.478,246,28.9,8.69,0.82,0.778,max
4.502,275,37.7,6.86,0.536,0.277,med
3.227,412,27.3,7.89,0.718,0.89,med
11.47,313,48.6,3.63,0.438,0.244,max
5.208,305,42.5,7.74,0.49,0.83,med
4.571,121,22.9,5.51,0.185,0.836,med
0.803,37,23.8,6.51,0.966,0.943,min
2.692,185,28.2,7.91,0.536,0.725,med
2.293,177,26.3,5.68,0.528,0.826,med
2.771,295,30.5,6.23,0.587,0.441,max
4.786,95,22.6,10.23,0.726,0.492,max
1.733,61,31.7,6.46,0.829,0.714,med
4.226,151,30.3,6.51,0.303,1.036,med
4.334,175,41.4,10.09,1.018,0.219,max
3.652,201,28.8,7.04,0.245,0.74,max
4.105,137,39.9,6.29,0.786,0.183,med
4.838,149,31.0,5.91,0.853,0.621,med
14.724,218,46.8,5.35,0.36,0.432,max
4.304,53,33.9,7.46,0.812,0.633,med
3.937,309,43.5,5.12,0.203,0.545,med
10.438,447,36.5,4.17,0.42,0.122,max
3.683,294,22.1,8.08,0.509,1.099,med
3.082,71,24.1,6.56,0.618,0.644,med
2.275,72,27.4,7.69,0.899,0.597,med
3.808,137,41.9,6.64,0.862,0.762,max
4.257,60,41.7,6.85,0.48,0.309,max
3.181,121,25.0,8.02,0.842,0.608,max
3.443,293,20.7,8.42,0.409,0.431,med
3.664,267,31.2,7.35,0.677,0.447,max
2.397,450,44.2,8.01,0.158,0.929,max
3.44,178,29.3,5.2,1.188,1.03,med
3.786,136,23.8,4.91,0.239,0.751,med
3.887,61,31.1,7.95,0.894,0.089,med
5.587,121,32.5,8.81,0.813,0.657,max
4.754,276,20.3,8.9,1.044,0.94,max
5.927,227,35.8,4.49,0.16,0.437,max
4.27,236,34.4,6.06,0.383,1.011,max
0.571,18,22.0,6.95,1.04,0.956,min
16.703,369,37.4,4.74,0.327,0.368,max
3.568,174,21.4,7.04,1.173,0.132,max
4.688,183,34.4,8.11,0.945,0.266,med
3.982,185,40.8,6.33,1.051,0.517,med
4.911,198,43.5,6.49,0.366,0.184,max
4.074,82,41.3,6.71,0.756,0.308,max
4.405,169,21.1,7.04,1.079,1.039,max
3.763,230,39.3,3.51,1.099,0.703,max
2.729,244,24.9,6.78,0.937,1.08,med
4.996,286,40.4,4.74,1.156,0.816,med
4.181,277,25.8,8.7,1.012,0.683,max
4.334,181,29.1,5.69,0.655,0.771,med
4.337,127,24.7,7.58,0.74,0.496,med
4.188,122,31.4,6.4,0.779,0.128,max
4.553,302,25.1,5.09,1.14,0.387,max
6.389,228,20.4,7.2,0.795,0.765,med
5.175,80,42.4,10.2,0.685,0.207,max
4.475,209,26.0,4.98,0.197,0.566,max
4.866,131,34.6,5.69,0.646,0.54,med
4.333,315,33.0,7.12,0.155,0.352,max
3.73,204,28.7,7.96,0.801,0.424,max
3.773,289,25.7,8.55,0.174,0.724,max
4.33,257,43.7,4.06,0.815,0.792,max
4.522,352,27.8,9.85,0.973,0.434,med
2.881,242,32.0,6.38,0.439,0.737,med
4.292,255,21.0,7.16,0.753,0.15,med
3.075,215,42.6,5.5,0.305,0.61,med
3.447,311,22.9,6.96,1.073,0.639,max
2.64,107,33.3,6.71,0.128,0.46,med
3.886,66,23.8,7.85,1.088,0.772,med
5.161,169,44.6,0.99,0.244,0.669,med
5.406,192,30.3,6.91,0.626,0.211,med
3.532,229,40.6,7.85,0.844,0.26,med
4.69,270,29.4,5.15,0.587,1.018,max
4.591,220,31.3,5.53,0.83,0.272,max
4.735,196,32.6,5.33,0.122,0.905,max
2.977,275,22.5,8.41,1.16,0.413,max
3.613,41,26.9,7.04,0.401,0.358,med
3.452,162,24.4,7.04,0.138,0.427,med
5.089,151,35.2,7.18,0.51,0.822,max
3.243,216,22.3,7.04,0.81,0.953,med
3.377,122,42.5,6.28,0.542,0.593,max
4.129,150,26.2,8.32,0.935,0.512,med
3.292,328,23.2,7.56,0.961,0.563,med
2.266,90,26.1,7.24,0.587,0.688,med
3.078,267,25.5,7.4,0.694,0.296,med
4.081,171,37.9,6.03,0.372,0.822,med
3.838,222,25.8,6.13,0.261,1.081,med
0.168,28,22.1,7.48,0.845,0.909,min
4.271,133,44.8,7.83,1.116,0.558,med
4.672,232,44.2,7.42,0.399,0.822,max
3.764,201,36.6,5.99,0.248,0.512,med
3.844,127,35.0,7.2,0.54,0.468,max
3.422,267,29.3,7.86,0.387,0.675,max
4.341,319,31.8,10.52,0.403,0.986,max
4.486,131,31.5,7.06,0.529,0.601,max
4.116,75,44.8,7.04,0.283,0.923,med
0.161,6,21.3,6.96,1.147,1.041,min
4.409,162,42.5,7.36,1.021,0.548,max
2.897,252,30.9,9.01,0.549,0.701,max
3.577,86,26.7,10.38,0.699,0.671,max
4.709,119,40.9,5.13,0.468,0.549,med
2.673,287,21.5,10.22,1.04,0.807,max
2.069,170,26.1,6.36,0.634,0.841,med
5.121,219,22.0,5.87,0.443,0.332,max
4.182,262,34.8,7.63,0.898,0.267,med
4.765,362,39.9,7.62,0.759,0.46,med
3.256,155,30.0,7.76,0.477,0.432,max
3.502,414,31.9,4.15,1.134,0.858,max
3.915,120,24.6,7.89,0.877,0.764,med
4.454,341,20.8,5.21,1.136,0.551,max
2.484,74,32.6,7.34,0.654,0.46,med
15.34,275,38.2,4.53,0.459,0.374,max
4.623,224,36.7,7.17,0.88,0.376,med
4.875,330,41.1,5.85,1.136,0.233,max
3.488,294,38.3,6.2,0.441,0.198,max
2.726,126,36.7,7.03,0.161,0.783,med
2.995,378,37.2,7.04,0.513,0.093,max
4.214,228,43.5,9.05,0.195,0.41,max
2.718,235,28.5,3.72,0.121,0.836,max
4.093,29,39.4,7.04,0.168,0.917,max
4.01,101,41.0,6.08,0.824,0.684,max
5.146,201,21.5,7.04,0.778,0.908,max
6.038,151,21.2,7.04,0.486,1.061,max
0.403,38,20.1,6.62,0.818,0.766,min
12.676,344,39.5,5.1,0.158,0.252,max
5.688,445,29.9,6.88,0.731,0.572,med
3.701,330,44.9,8.59,0.973,0.605,med
12.394,299,34.8,5.38,0.124,0.169,max
14.249,212,38.5,4.17,0.159,0.444,max
1.764,70,30.8,7.45,0.731,0.509,med
0.473,21,22.3,6.8,1.099,0.951,min
2.575,180,35.6,8.27,0.863,0.447,max
4.65,302,25.7,2.69,0.126,0.109,max
0.239,39,23.5,6.72,0.833,1.022,min
0.791,46,24.9,7.25,0.951,0.783,min
3.44,87,33.8,7.04,0.994,0.904,max
0.719,26,23.4,6.93,0.899,1.078,min
2.149,167,22.3,7.74,0.316,0.556,max
3.221,153,23.1,9.49,1.034,0.588,med
4.138,165,30.0,5.67,0.807,0.683,med
3.138,150,35.6,8.0,0.175,0.562,max
4.412,129,38.6,5.73,0.365,1.083,med
0.539,19,24.0,6.77,0.976,0.781,min
3.497,347,38.3,7.21,0.454,0.297,max
3.966,167,20.1,7.04,0.829,0.814,max
0.763,6,22.4,6.6,0.897,1.145,min
2.677,185,44.5,7.04,0.131,0.969,max
5.013,286,41.6,1.84,0.866,0.729,max
5.218,232,37.4,5.93,0.429,0.422,med
3.261,80,33.1,6.14,0.692,0.569,min
3.393,372,20.6,9.92,0.365,0.957,med
4.959,133,36.2,6.89,0.939,0.813,max
3.795,185,44.9,7.4,0.474,0.121,max
5.438,190,34.6,8.29,0.436,1.172,max
4.131,328,39.3,4.86,0.418,0.125,max
4.013,189,39.3,7.04,0.26,0.97,max
3.054,168,27.7,6.65,0.145,0.861,med
13.941,498,40.4,5.3,0.238,0.072,max
2.182,194,40.2,5.8,0.24,0.71,med
4.107,259,26.1,5.92,0.528,0.161,max
4.806,268,30.8,6.43,0.319,0.98,max
3.18,188,41.1,10.27,1.01,0.758,med
5.284,248,31.2,7.04,0.74,0.544,max
1.45,277,22.8,4.93,0.812,0.372,max
0.244,17,20.9,6.59,0.848,0.934,min
5.541,174,38.5,7.04,1.162,0.192,max
0.643,43,22.3,7.02,0.996,1.017,min
3.697,261,22.1,7.08,1.121,0.298,max
3.624,129,34.5,8.65,0.651,0.84,max
4.211,139,30.2,6.93,0.51,0.769,max
4.102,142,20.6,6.88,0.629,0.366,max
4.51,151,30.8,6.27,1.132,0.365,max
4.464,156,30.5,7.04,1.141,0.849,max
4.671,159,21.9,7.3,0.216,0.726,med
3.72,160,38.4,10.91,0.357,1.032,med
3.09,250,29.8,8.24,0.867,0.98,med
5.228,185,35.4,10.35,1.028,1.075,max
3.082,152,29.0,5.43,0.936,1.083,med
5.11,149,43.8,7.04,0.526,0.719,max
4.324,256,30.9,7.04,1.169,0.696,med
4.48,131,24.7,4.23,0.136,0.298,max
3.894,297,35.4,7.04,0.549,1.094,max
2.969,258,33.9,8.13,1.031,0.669,max
3.736,191,36.1,8.03,0.552,0.408,max
2.883,199,33.8,8.58,0.669,0.563,med
0.255,39,23.3,7.0,1.022,1.038,min
0.394,47,23.2,7.32,0.853,1.095,min
2.935,239,29.1,8.12,0.345,0.952,max
4.49,128,38.6,6.96,0.527,0.723,med
5.109,168,29.1,7.84,1.106,0.709,med
4.123,185,22.6,7.04,0.833,0.932,max
4.03,220,30.9,6.15,1.06,0.758,max
5.622,178,37.3,7.23,0.33,0.631,max
3.887,164,36.4,7.91,0.253,0.778,max
4.18,195,34.8,6.87,0.241,0.977,max
4.576,176,23.6,6.58,1.051,0.547,max
4.619,224,24.6,6.31,0.364,0.249,max
4.069,229,24.4,7.04,0.314,0.936,max
3.724,157,22.5,6.12,0.757,0.878,max
5.083,118,27.9,8.53,0.197,0.354,max
4.132,499,37.2,9.48,1.196,0.816,med
3.847,129,32.8,7.39,0.183,1.169,max
3.918,228,24.4,4.72,1.132,0.418,max
4.614,307,44.4,9.64,1.162,0.26,med
4.148,384,36.2,7.53,0.606,0.232,med
3.977,277,25.7,6.1,0.137,0.672,max
8.136,239,36.5,4.92,0.27,0.276,max
9.313,361,42.1,4.01,0.168,0.441,max
3.73,324,32.2,5.76,0.845,0.401,med
2.534,214,36.1,6.63,0.327,0.464,max
2.602,212,29.1,7.04,1.101,1.011,med
3.38,70,32.3,7.14,0.883,0.478,med
3.155,127,25.6,7.44,0.609,0.649,med
3.306,253,23.0,7.87,1.156,0.831,max
1.625,150,26.0,7.23,0.592,0.497,med
7.076,494,37.2,3.18,0.365,0.288,max
4.173,181,20.4,5.38,1.12,1.061,med
3.333,325,23.1,8.65,0.459,0.527,med
3.793,245,27.5,9.15,1.161,0.481,max
2.91,146,26.5,6.88,0.649,0.715,med
5.217,105,22.6,6.02,0.224,0.231,max
5.115,283,40.6,5.63,1.151,0.857,med
19.648,393,48.9,3.76,0.413,0.356,max
3.96,138,40.7,6.76,1.069,0.151,max
4.949,239,27.2,8.15,1.138,1.001,med
4.276,345,39.0,7.19,1.053,0.644,med
4.272,212,44.4,5.74,0.473,0.323,max
3.385,354,24.0,7.04,0.593,0.355,med
4.357,155,24.5,6.34,0.115,0.139,med
4.544,208,24.4,7.95,0.699,0.998,max
5.191,144,34.8,5.45,0.626,0.272,med
4.092,60,29.2,6.9,0.751,0.725,med
4.881,435,23.1,11.07,1.101,0.447,max
4.93,282,25.7,7.04,1.006,0.281,med
3.025,200,41.0,9.54,1.013,0.74,max
3.969,176,27.6,6.98,0.35,0.502,max
4.623,137,27.1,7.82,1.02,0.446,max
13.459,350,34.2,3.22,0.34,0.186,max
3.998,101,44.5,5.4,0.503,0.751,max
2.503,100,30.0,5.89,0.721,0.667,med
4.395,354,39.5,8.33,0.836,0.532,max
18.606,497,36.5,3.89,0.368,0.244,max
2.922,238,31.1,8.71,0.708,0.353,med
0.565,13,24.8,7.28,1.176,1.108,min
2.081,329,20.8,6.22,0.354,0.717,max
15.375,489,39.7,3.33,0.369,0.342,max
4.149,264,41.9,7.04,0.519,0.116,max
3.586,230,25.3,7.86,1.089,0.097,max
3.552,63,44.7,6.15,0.963,1.045,med
4.682,223,27.0,5.69,0.21,0.845,max
0.405,10,24.3,7.12,0.932,0.775,min
3.327,165,33.9,7.04,0.525,0.982,med
11.458,235,41.7,3.87,0.25,0.299,max
0.185,15,23.6,7.36,1.132,0.909,min
3.776,196,30.3,6.15,0.675,0.687,med
0.7,8,20.4,7.49,0.95,0.898,min
3.09,281,44.0,6.48,0.721,0.53,max
3.038,242,30.9,7.95,0.193,0.592,max
2.994,222,32.9,7.04,0.861,0.124,max
3.146,243,38.3,6.26,1.147,0.592,max
3.912,138,39.4,7.77,0.217,0.672,max
2.416,319,35.7,5.7,0.912,0.132,med
5.864,137,30.5,7.35,1.023,0.977,med
3.155,102,27.2,6.64,0.546,0.843,med
4.07,366,35.9,9.28,0.622,1.133,max
4.839,167,21.8,5.15,1.023,0.257,max
2.774,150,31.5,6.43,0.877,0.517,med
0.197,34,22.6,7.27,1.008,1.091,min
0.745,6,20.1,6.82,0.995,1.058,min
5.186,262,37.9,7.04,0.959,0.491,max
16.327,375,47.1,3.2,0.291,0.302,max
4.265,149,24.1,6.35,0.395,0.156,med
4.966,277,23.3,4.5,0.485,0.227,max
5.474,384,32.5,9.1,0.87,0.316,med
3.386,140,30.7,6.82,0.239,0.109,med
3.35,285,24.5,3.63,0.534,0.11,med
3.749,94,23.8,7.49,1.158,0.729,med
1.931,117,34.8,7.43,0.511,0.476,med
2.38,302,40.7,8.53,0.146,0.154,max
3.955,135,21.7,6.87,0.782,0.473,max
3.943,237,22.4,7.3,0.726,1.019,max
3.856,281,35.2,7.04,1.107,1.009,med
3.689,117,44.4,5.17,0.433,0.292,max
4.163,196,35.9,4.3,0.34,0.397,med
5.025,332,24.0,4.03,0.128,0.523,med
5.931,221,42.8,4.42,0.451,0.273,max
3.069,180,44.6,7.04,0.646,0.565,med
0.135,11,24.9,7.47,0.802,1.131,min
3.079,278,32.3,5.77,0.828,0.366,max
0.129,45,21.3,7.16,0.925,0.958,min
2.804,128,38.4,6.83,0.195,0.521,max
4.697,149,42.7,4.86,0.699,0.309,med
3.707,223,33.3,6.35,0.42,0.661,med
4.519,184,25.2,8.0,0.955,0.676,max
4.3,170,20.4,7.51,0.947,0.816,max
3.751,127,23.5,8.28,0.198,1.062,med
3.152,147,25.3,4.91,0.829,0.146,max
3.824,241,43.4,6.87,1.136,0.518,max
2.947,125,24.7,9.62,0.21,1.06,med
7.466,234,42.3,5.26,0.238,0.343,max
3.685,103,30.0,6.95,0.378,0.637,med
3.663,139,41.1,7.04,0.745,0.818,max
2.871,314,21.4,5.43,0.465,0.828,med
16.453,232,49.7,3.95,0.41,0.187,max
2.885,148,20.2,7.33,1.149,0.458,med
2.858,239,35.0,7.04,0.641,0.438,max
3.122,186,23.0,7.01,0.653,0.634,max
0.749,11,24.3,6.99,1.158,1.07,min
5.201,212,39.6,6.51,1.197,0.372,max
3.766,74,32.6,6.96,0.881,0.467,med
6.1,245,21.8,7.04,1.196,0.24,max
3.895,188,29.5,10.93,0.283,1.078,max
4.22,255,38.1,7.79,1.144,0.725,med
4.22,155,25.7,9.49,0.159,0.179,max
3.056,182,25.0,8.07,0.635,0.403,max
4.99,225,22.9,7.4,1.026,0.848,med
4.136,185,38.9,7.04,0.414,0.597,med
3.59,265,24.2,7.01,0.236,0.287,max
3.601,154,23.6,8.06,0.913,1.107,max
4.017,126,26.5,7.34,0.112,0.28,med
5.049,160,40.6,5.84,0.888,0.557,max
3.939,336,32.0,8.35,0.552,0.157,med
4.004,151,31.2,10.89,1.199,0.621,max
4.382,191,33.1,4.78,0.31,0.365,max
4.428,151,39.9,6.02,0.269,0.71,med
3.181,162,23.3,5.37,0.7,0.854,max
4.847,274,30.5,7.93,0.962,0.83,med
3.204,164,29.5,5.53,0.504,0.593,med
3.986,68,37.0,8.04,0.935,0.983,med
17.16,484,34.6,3.4,0.484,0.265,max
0.544,23,20.1,6.61,0.813,1.005,min
0.946,12,22.0,7.26,1.078,0.812,min
2.809,185,29.9,6.74,0.542,0.713,med
4.582,184,34.8,7.04,0.154,0.429,med
13.075,473,39.6,5.07,0.153,0.424,max
18.043,254,49.1,3.55,0.23,0.352,max
4.59,388,43.9,7.89,0.255,0.278,med
4.754,367,37.6,7.04,0.927,1.006,max
4.189,154,27.5,5.92,0.696,0.36,med
4.649,295,25.6,4.37,0.108,0.692,max
4.334,148,25.3,6.62,0.231,0.305,max
5.056,137,24.0,7.3,0.616,0.74,med
3.477,372,28.6,6.16,0.211,0.25,med
2.715,282,21.5,7.37,0.589,0.524,med
3.052,286,20.5,10.58,0.771,0.265,max
4.043,120,29.5,6.01,0.736,0.524,med
0.4,15,23.9,6.77,1.129,0.919,min
2.649,34,28.4,8.53,1.054,0.703,max
17.403,357,46.2,3.59,0.238,0.062,max
3.924,209,26.8,6.39,0.935,0.125,max
3.507,189,40.2,9.73,0.498,0.223,max
4.117,192,30.1,7.04,0.333,0.766,max
3.843,256,33.5,5.15,1.078,0.483,max
3.94,204,24.2,7.17,0.406,0.866,med
4.771,99,34.5,9.13,0.498,0.38,med
0.53,31,20.1,7.37,1.173,0.976,min
3.761,392,34.4,11.57,0.575,0.796,max
12.347,358,38.7,4.3,0.179,0.372,max
3.826,354,20.5,7.04,0.952,0.525,med
4.534,51,31.4,5.63,0.72,0.565,med
19.078,254,43.6,3.56,0.223,0.269,max
0.593,28,23.0,7.26,1.125,1.037,min
3.982,246,26.4,7.32,0.319,0.971,med
4.621,274,40.1,7.04,0.272,0.777,max
3.176,196,31.0,9.26,0.934,0.871,max
3.891,223,25.8,7.77,0.71,0.771,med
3.54,256,34.2,6.61,1.075,0.281,max
3.171,99,37.6,7.04,0.54,0.165,max
0.16,33,20.1,7.09,1.176,0.98,min
1.827,147,29.2,7.7,0.586,0.721,med
3.869,188,37.7,6.66,0.646,0.097,max
4.378,146,32.0,7.04,0.579,0.722,max
4.929,494,35.5,0.0,0.257,0.719,max
5.002,126,42.2,10.16,1.133,0.809,max
3.438,143,43.9,6.79,1.102,0.393,med
4.707,158,29.7,7.04,1.062,0.937,med
16.947,421,44.0,3.39,0.319,0.085,max
4.593,199,28.8,7.04,0.597,0.444,max
7.769,302,40.3,5.08,0.148,0.344,max
5.952,242,43.2,4.09,0.829,0.622,max
4.73,159,27.9,6.24,0.64,0.76,med
5.424,184,38.9,7.42,1.182,0.544,med
0.549,48,20.4,7.05,1.188,0.959,min
8.783,334,35.1,3.51,0.1,0.066,max
4.145,399,21.8,6.38,0.877,0.266,max
4.933,123,21.8,5.47,0.367,0.582,med
11.598,393,39.5,3.14,0.34,0.411,max
10.151,450,48.9,3.46,0.249,0.421,max
17.588,248,33.4,4.12,0.195,0.07,max
4.367,113,32.3,6.09,0.632,0.431,max
3.465,313,44.2,7.21,0.207,0.527,med
5.255,157,38.4,6.28,0.758,0.847,med
3.626,248,23.9,9.03,0.991,0.485,max
2.409,178,28.5,6.32,0.682,0.755,med
3.698,303,21.4,7.62,0.961,0.873,max
3.644,132,33.0,8.65,0.319,1.064,med
4.723,283,20.3,8.25,0.72,0.674,med
4.007,147,25.7,7.69,0.716,0.563,med
3.19,101,31.1,7.04,0.727,0.313,med
3.842,89,35.3,7.04,1.044,0.532,med
4.043,177,38.4,6.79,0.47,0.535,max
4.202,486,22.3,10.36,0.606,0.233,med
3.893,267,31.8,3.68,0.471,0.854,med
3.773,161,32.8,7.04,0.984,0.316,med
4.523,176,20.1,5.52,1.108,0.448,max
5.43,183,31.4,5.68,0.935,0.661,med
2.472,227,21.1,4.76,0.689,0.459,med
2.913,306,25.2,7.04,1.016,0.924,max
2.488,232,22.2,7.85,1.147,0.845,max
3.586,219,27.3,8.38,0.862,0.108,max
4.461,84,43.8,8.31,0.755,0.874,max
3.71,205,25.1,6.64,1.028,0.457,max
4.58,183,28.7,4.84,0.171,0.841,max
3.358,44,36.1,6.06,0.744,0.193,max
3.872,165,22.7,5.65,0.812,0.99,max
3.338,13,37.0,7.38,0.663,1.029,min
4.069,193,32.4,7.97,0.392,0.515,max
19.756,215,34.6,4.8,0.213,0.124,max
3.499,327,23.8,7.04,0.247,0.4,med
2.744,206,41.3,6.76,0.544,0.708,med
4.328,420,42.8,7.04,0.112,0.953,max
3.653,217,36.9,5.49,1.122,0.126,max
3.272,339,26.2,6.97,0.92,1.111,max
0.144,28,22.7,7.14,1.09,1.14,min
3.995,138,23.6,6.26,0.604,0.31,max
4.362,204,37.8,5.6,0.848,1.058,max
2.873,250,35.8,7.61,0.475,0.113,max
4.881,268,37.5,6.11,1.003,1.037,max
3.691,246,31.4,6.12,0.197,0.647,max
7.089,203,42.3,5.44,0.248,0.193,max
4.381,159,39.3,7.04,0.193,0.298,max
3.813,90,20.7,9.52,0.523,0.49,max
5.39,226,43.6,3.43,0.342,0.796,max
4.298,190,28.7,7.35,0.143,0.591,med
3.451,171,36.2,7.96,0.825,0.198,max
2.46,213,43.6,8.15,0.166,0.404,med
4.592,348,24.0,6.49,0.752,0.246,max
9.439,399,49.4,3.13,0.456,0.281,max
4.81,204,41.0,8.47,0.702,0.556,med
15.682,306,37.3,3.03,0.316,0.39,max
5.242,336,28.1,9.5,0.751,0.824,max
4.325,255,41.8,7.39,0.741,0.624,max
3.915,251,43.3,7.12,0.144,0.299,med
4.807,272,44.9,5.91,0.155,0.798,max
0.208,27,23.8,6.72,1.049,0.784,min
3.797,152,30.0,7.04,0.306,0.343,med
4.608,120,33.0,5.17,0.735,0.653,max
5.992,244,27.8,8.85,1.107,0.835,med
9.983,410,46.0,5.32,0.182,0.369,max
3.561,194,30.6,5.69,0.53,0.831,med
5.331,494,34.5,5.04,0.212,0.103,max
2.963,207,29.4,7.04,1.028,0.719,max
4.204,300,27.6,8.14,1.15,1.062,max
1.861,55,24.4,5.94,0.847,0.563,med
4.59,115,33.1,7.67,0.257,0.913,med
3.959,96,30.7,7.04,0.758,0.554,med
3.701,88,44.2,8.9,0.211,0.606,max
3.93,158,36.3,7.45,0.484,0.328,max
4.586,108,28.3,6.53,0.448,0.139,med
4.572,318,30.2,5.67,0.905,0.497,max
0.843,28,24.7,7.3,1.199,0.89,min
3.955,219,37.1,7.04,0.897,0.458,max
3.722,225,32.2,5.97,0.278,0.354,med
5.43,123,27.5,7.89,0.356,0.914,max
3.759,187,32.8,6.45,0.339,0.9,max
4.938,305,34.0,7.04,0.453,0.468,max
4.081,126,26.6,5.72,0.734,0.667,max
3.57,186,38.6,5.66,1.043,0.869,max
1.647,190,33.3,7.17,0.685,0.615,med
4.662,259,37.5,10.76,0.258,1.0,med
3.604,157,24.4,7.42,0.613,0.708,max
4.678,130,30.7,6.79,0.445,0.23,med
3.764,51,26.4,7.15,0.694,0.452,med
3.36,160,41.6,7.0,1.01,0.254,med
3.084,147,30.1,7.17,1.087,0.863,max
3.344,121,37.1,5.71,0.565,0.674,max
0.779,33,23.5,7.3,1.156,0.885,min
10.929,254,35.7,5.07,0.117,0.218,max
2.125,199,26.1,6.91,1.19,0.69,max
3.667,116,32.4,6.09,1.072,0.474,max
0.456,21,22.6,6.55,0.867,1.045,min
3.843,173,44.1,7.04,0.861,0.096,med
3.495,176,42.0,8.25,0.477,0.553,med
4.265,249,30.4,8.98,0.333,0.797,max
3.279,263,36.9,7.01,0.18,0.436,max
0.397,45,24.2,7.47,0.85,1.042,min
1.001,126,24.5,6.19,0.783,0.475,med
2.674,281,37.3,7.04,0.886,0.318,med
0.11,15,24.9,7.3,1.184,0.945,min
4.364,143,33.3,7.8,0.512,0.385,med
4.317,133,29.8,5.79,0.844,0.739,med
3.332,111,23.0,8.27,1.141,0.237,max
0.755,42,23.8,7.13,0.852,0.763,min
4.439,125,26.4,7.04,0.626,0.243,max
3.871,270,31.8,5.36,0.788,0.639,max
3.389,173,27.1,7.79,0.701,0.69,max
3.168,108,28.9,8.43,0.547,0.316,max
3.437,195,30.7,4.71,0.395,0.207,max
3.134,253,40.0,7.04,0.779,0.609,max
7.653,496,40.5,4.33,0.449,0.448,max
2.938,289,35.9,10.16,0.96,0.329,max
4.753,85,31.9,6.26,0.833,0.625,max
3.3,423,20.2,3.34,0.371,0.957,max
10.502,229,46.0,5.42,0.488,0.396,max
1.285,142,34.8,5.98,0.817,0.813,med
3.373,102,25.3,5.88,0.59,0.55,med
3.242,305,36.8,4.32,0.625,0.741,max
2.747,206,24.9,6.02,0.217,0.571,med
3.288,491,20.5,7.04,1.148,0.127,max
3.664,226,26.0,6.56,0.89,0.473,max
3.536,159,22.4,6.1,0.243,0.144,med
9.058,274,49.0,3.75,0.41,0.207,max
13.285,378,47.8,4.44,0.238,0.371,max
3.756,263,33.5,6.75,1.16,0.56,max
5.06,294,35.7,5.5,0.793,0.842,max
4.179,131,44.3,11.03,0.755,0.259,max
3.682,113,26.4,6.44,0.99,0.906,max
4.007,284,41.2,8.88,0.332,0.899,max
2.034,53,24.9,7.92,0.618,0.758,med
4.544,173,42.5,5.04,0.908,0.509,max
2.673,158,27.7,10.33,0.704,1.011,max
4.224,243,23.1,6.7,0.673,1.048,max
2.765,273,34.3,9.8,0.356,0.911,med
3.946,85,34.9,8.56,0.108,0.646,max
3.602,422,27.1,7.04,0.155,0.639,med
4.495,237,44.9,8.99,1.09,0.362,max
12.974,209,41.1,4.02,0.164,0.313,max
11.736,373,42.7,3.83,0.226,0.093,max
3.87,164,29.9,7.76,0.19,0.114,max
3.546,126,25.6,6.19,0.794,0.194,max
4.498,319,21.7,7.44,0.911,0.902,max
4.714,98,20.9,7.81,0.847,1.05,max
18.639,311,45.8,5.24,0.438,0.123,max
2.922,110,29.8,6.99,0.504,0.636,med
3.324,271,44.5,8.06,0.467,0.886,med
3.537,175,24.8,7.04,0.266,0.272,med
4.593,218,24.4,4.19,0.525,0.273,med
15.38,337,36.9,4.53,0.201,0.281,max
10.66,324,33.7,3.68,0.482,0.431,max
3.585,167,23.1,7.95,0.547,0.626,max
3.775,205,40.6,7.12,1.009,1.067,max
4.401,136,41.7,8.64,1.071,0.981,max
4.339,420,33.3,7.37,0.127,0.238,med
5.165,231,35.9,5.97,0.247,1.068,max
3.524,368,32.1,7.04,1.124,0.673,max
5.457,261,38.8,4.28,0.346,0.414,max
18.433,472,38.3,4.73,0.209,0.126,max
3.103,452,40.4,6.11,0.134,0.438,med
4.775,316,37.4,7.04,1.102,0.683,max
2.805,238,44.2,4.17,0.355,0.101,med
0.193,29,22.3,7.34,0.839,0.945,min
3.32,315,42.5,7.25,0.983,0.508,max
4.129,142,44.7,9.32,0.735,0.822,max
4.534,127,40.5,7.93,0.441,0.897,med
3.837,243,30.2,5.67,0.693,0.596,med
5.216,218,33.6,6.2,0.737,0.487,max
5.144,159,25.3,6.54,0.53,0.598,max
4.013,247,20.5,6.92,0.768,0.783,med
3.603,115,26.7,7.04,0.459,0.325,med
2.392,102,33.1,7.47,0.623,0.816,med
5.128,212,41.6,7.81,1.055,0.544,med
3.821,217,22.3,7.73,0.721,0.874,max
4.779,277,33.6,5.35,0.144,0.657,med
3.977,153,30.9,9.0,0.613,0.703,med
16.078,219,39.6,3.71,0.222,0.443,max
