turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
0.61,53.7,23.4,7.36,0.881,0.425,min
4.0,472.0,41.4,5.65,0.711,0.268,max
2.62,389.7,23.1,5.97,0.287,0.894,med
4.83,330.7,21.3,8.67,0.652,0.555,med
4.28,350.0,30.0,9.49,0.05,0.415,max
2.97,449.4,24.5,5.95,0.381,0.913,med
1.0,507.9,22.3,6.67,0.964,0.327,med
4.57,628.2,34.5,3.59,0.708,0.575,max
4.0,610.8,29.4,7.01,0.351,0.33,max
11.1,698.9,41.8,6.2,0.118,0.067,max
3.04,433.3,35.7,6.45,0.847,0.777,med
1.21,95.7,19.2,7.06,1.2,0.665,min
0.19,10.0,20.1,7.38,0.563,0.773,min
3.75,212.0,29.9,5.96,0.529,0.595,med
4.0,612.5,29.1,8.93,0.773,0.081,max
12.43,495.3,43.5,4.21,0.406,0.245,max
2.41,257.7,37.7,8.99,0.85,0.807,med
8.17,350.0,43.1,7.62,0.37,0.725,max
0.17,110.3,23.6,7.48,0.681,0.674,min
5.11,367.5,31.1,7.37,0.676,0.478,med
2.65,464.5,25.7,5.53,0.5,0.763,min
3.38,288.1,25.1,7.03,0.722,0.559,med
0.61,10.0,24.7,6.5,1.015,1.018,min
0.18,58.5,23.4,7.07,0.698,0.808,min
5.14,466.5,30.5,7.05,0.831,0.713,med
4.0,532.4,35.6,7.23,0.279,0.648,max
2.46,473.1,33.1,7.32,0.566,0.62,med
8.42,621.9,37.8,7.58,0.581,0.05,max
0.14,99.8,19.7,6.87,1.2,1.037,min
5.69,325.1,28.8,6.76,0.237,0.654,med
3.71,524.4,25.7,6.92,0.902,0.718,med
5.1,465.4,37.5,5.5,0.881,0.77,med
1.87,362.3,31.9,7.92,1.012,1.15,med
5.63,408.4,28.7,6.82,1.078,0.791,med
4.57,150.0,23.8,6.83,0.466,0.3,med
4.57,223.3,22.1,7.95,0.793,0.725,med
7.11,1066.8,30.8,8.8,0.536,0.508,max
6.2,247.7,28.3,6.3,0.392,0.827,med
0.15,57.9,21.6,7.33,0.798,0.909,min
1.06,52.2,19.8,7.53,0.674,0.999,min
2.23,448.2,33.5,7.85,0.437,0.557,med
16.08,777.1,33.2,7.45,0.443,0.507,min
6.29,814.1,46.3,4.91,0.43,0.273,max
0.14,58.2,23.5,6.5,1.045,0.778,min
4.09,347.1,31.1,5.84,1.031,1.035,med
3.71,409.8,31.1,8.07,0.545,0.543,med
0.05,25.5,24.9,7.25,0.883,0.655,min
0.25,189.6,25.6,6.87,0.597,0.872,min
3.05,296.4,29.3,7.04,0.555,0.215,med
4.0,651.7,46.4,6.46,0.744,0.05,max
1.15,122.7,17.2,6.66,0.841,1.15,min
4.0,350.0,35.9,9.33,0.633,0.381,max
7.38,572.1,31.4,3.21,0.617,0.137,max
8.92,772.1,35.1,9.25,1.2,0.663,max
11.58,796.2,40.6,4.49,0.288,0.05,max
0.31,91.0,19.5,7.83,0.938,0.817,min
4.15,209.1,27.3,6.92,0.961,0.507,min
6.39,384.3,22.9,8.47,0.341,0.404,med
4.24,220.5,21.9,6.4,0.779,0.722,med
0.44,108.8,23.6,7.46,0.845,0.809,min
7.0,319.8,16.4,8.49,0.822,0.497,med
5.32,313.2,16.9,6.68,0.804,0.731,med
5.15,734.6,55.0,6.94,0.786,0.05,max
8.06,883.8,37.6,9.46,0.688,0.614,max
2.5,335.5,36.2,6.95,0.79,0.532,med
5.57,731.5,38.0,9.86,0.135,0.674,max
6.54,918.4,27.2,5.14,0.05,0.56,max
0.05,106.3,15.9,8.02,0.944,0.734,min
0.05,105.4,29.2,6.5,0.987,0.84,min
10.89,352.9,26.3,5.11,0.05,0.46,max
0.05,72.6,25.2,7.02,1.017,1.007,min
2.82,600.0,32.3,7.26,0.973,0.71,med
1.12,13.3,23.0,7.26,0.823,0.711,min
0.12,172.0,23.1,7.24,0.916,1.059,min
0.26,100.8,22.0,7.56,0.931,0.917,min
9.07,481.8,24.2,9.1,0.683,0.441,max
6.27,684.0,53.9,6.92,0.449,0.34,max
4.78,373.3,41.5,7.16,0.59,1.15,med
1.5,152.0,25.2,6.94,0.933,0.804,min
7.82,560.8,41.3,9.24,0.372,0.478,max
5.55,302.7,18.3,6.47,0.755,0.857,med
0.05,42.3,23.5,7.2,0.966,1.029,min
0.42,152.0,20.8,6.67,0.842,0.915,min
2.9,359.3,35.1,7.26,0.568,0.73,med
8.09,723.6,40.9,4.25,0.31,0.53,max
0.45,41.0,25.3,7.64,1.19,0.86,min
0.33,27.4,23.1,7.09,0.887,0.823,min
0.05,85.0,21.4,7.06,0.888,0.823,min
6.48,377.8,31.9,5.5,1.124,0.405,min
1.0,390.6,28.9,5.5,0.791,0.55,med
2.28,281.6,35.1,7.2,0.769,0.886,med
0.38,129.7,19.7,7.19,0.82,0.615,min
4.97,502.5,25.9,6.36,0.544,0.779,med
5.15,209.4,17.1,8.87,0.421,0.687,min
4.55,753.6,27.3,4.27,0.222,0.293,max
0.22,64.7,21.8,7.21,1.119,0.806,min
15.06,677.5,34.7,6.52,0.279,0.118,max
1.59,346.0,32.1,5.5,0.965,0.676,med
9.29,354.9,49.2,3.54,0.711,0.216,max
4.41,310.2,29.9,7.48,0.499,0.684,med
6.7,309.6,26.2,6.65,0.571,0.504,med
2.28,248.1,26.7,6.2,1.02,1.009,med
0.43,152.8,28.2,7.67,0.713,0.554,min
6.4,350.0,42.4,3.53,0.098,0.369,max
14.12,849.8,42.3,10.59,0.581,0.542,max
4.88,404.1,25.5,6.87,0.636,0.467,med
0.17,42.6,22.3,7.28,0.826,0.698,min
2.62,244.4,31.3,6.0,0.917,0.915,med
4.28,150.0,24.7,7.61,0.616,0.904,med
6.5,662.6,43.4,4.32,0.519,0.304,max
12.99,876.9,30.6,4.76,0.929,0.691,max
4.01,334.6,27.6,6.74,0.64,0.756,med
9.26,733.6,31.0,9.49,0.05,0.46,max
5.33,357.5,16.7,5.5,0.732,0.822,med
4.0,373.0,54.4,9.82,0.281,0.224,max
0.3,97.4,16.5,6.82,1.172,0.958,min
0.18,10.0,23.3,7.77,1.068,0.884,min
0.05,152.8,17.9,6.88,1.045,1.092,min
0.58,77.6,20.5,7.64,1.03,0.775,min
6.3,524.4,38.3,7.05,0.729,0.417,max
7.35,855.0,42.5,9.41,0.895,0.05,max
11.58,726.3,47.9,4.95,0.607,0.616,max
3.61,445.4,10.0,6.55,0.695,0.611,med
4.17,402.1,23.5,5.88,1.2,0.553,med
0.63,64.0,20.1,6.99,0.793,0.909,min
0.22,36.5,23.6,6.6,0.914,0.742,min
0.46,81.4,28.0,7.4,1.073,0.721,min
1.0,294.0,25.8,6.23,0.63,0.857,med
0.47,152.6,23.0,7.61,1.064,0.729,max
0.07,10.0,21.9,7.16,0.934,0.886,min
0.45,148.3,23.1,7.12,1.126,0.848,min
0.34,46.8,21.8,6.8,0.982,1.12,min
8.39,662.0,29.2,9.69,0.399,0.732,max
0.32,91.5,25.9,7.47,0.746,0.907,min
2.18,231.8,27.3,7.43,0.733,0.501,med
5.38,1056.0,44.6,9.75,0.385,0.091,min
10.14,623.7,29.9,9.8,0.055,0.379,max
9.33,568.8,46.8,5.17,1.112,0.645,max
4.35,762.8,37.4,9.57,0.292,0.05,max
4.08,231.1,36.0,5.5,0.539,0.985,med
10.39,606.3,38.4,6.7,0.67,0.263,max
4.16,318.5,35.8,6.71,0.911,0.583,med
4.93,314.0,30.8,6.86,0.751,0.604,med
5.12,571.6,44.0,10.2,0.659,0.776,max
0.06,39.5,22.5,6.5,1.151,0.715,min
3.44,534.0,26.1,7.79,0.869,0.593,max
5.25,659.2,35.4,3.19,0.601,0.503,max
4.77,422.5,37.1,6.46,1.035,0.47,med
5.65,373.0,32.0,5.5,0.939,0.91,med
1.36,10.0,25.8,7.27,0.847,1.15,min
0.1,147.8,20.6,6.82,0.683,0.778,min
2.89,254.2,29.9,6.9,0.759,1.028,med
0.56,62.2,18.6,7.73,0.987,0.802,min
4.0,778.0,32.8,7.18,0.05,0.155,max
4.06,709.3,25.1,4.36,0.913,0.739,max
3.77,235.3,24.5,8.25,0.69,0.725,med
4.0,876.2,41.6,7.51,0.75,0.507,max
2.32,428.8,36.6,5.62,0.631,0.878,med
3.15,291.2,12.7,7.39,0.809,0.97,med
4.47,434.5,33.3,7.42,0.724,0.782,med
10.35,372.6,41.1,5.3,0.421,0.289,max
2.0,183.0,22.7,6.83,0.721,0.596,med
0.24,104.1,29.5,7.05,0.931,0.695,min
1.0,367.9,26.7,6.02,0.36,0.503,med
5.22,645.9,39.9,9.93,0.371,0.957,max
0.05,155.6,28.4,7.39,0.862,0.779,min
7.11,789.7,33.9,4.53,0.05,0.493,max
0.63,10.0,19.7,7.07,1.082,0.871,min
11.62,566.0,32.1,6.81,0.567,0.497,max
9.18,631.0,45.5,4.16,0.33,0.109,max
0.23,106.6,17.9,7.42,0.871,0.851,min
4.39,337.7,20.3,7.73,0.481,0.654,med
5.31,293.0,23.2,8.94,0.61,0.681,med
6.12,342.6,18.1,7.48,0.763,0.44,med
1.46,21.8,28.2,7.59,0.761,0.75,min
3.52,348.4,22.3,7.51,0.692,0.55,med
5.84,407.4,26.0,6.2,0.554,0.539,med
3.0,266.5,21.0,6.72,0.527,0.653,med
0.34,10.0,25.0,6.88,0.893,0.826,min
7.47,1012.6,34.8,10.19,0.05,0.327,max
4.94,528.4,24.8,3.99,0.384,0.484,max
0.15,130.2,23.7,7.34,1.093,0.73,min
4.02,309.6,31.0,8.48,0.841,0.812,med
11.22,853.6,24.8,9.4,0.334,0.172,max
0.19,181.5,16.0,7.01,0.839,0.824,min
0.22,124.9,27.6,6.91,0.651,0.801,min
6.65,265.3,28.4,8.05,0.89,0.584,med
6.27,193.1,29.6,8.57,0.82,0.685,med
4.54,150.0,35.2,8.53,0.604,0.697,med
0.06,175.3,19.9,7.39,0.944,0.994,min
8.16,720.3,37.4,9.5,0.785,0.314,max
2.26,421.0,25.7,6.79,0.954,0.909,med
0.39,213.4,19.3,7.41,0.79,0.797,min
0.41,126.7,23.4,7.98,0.75,0.748,min
0.07,59.2,24.6,6.93,0.906,0.803,min
4.22,247.6,29.6,7.24,0.663,0.816,med
5.6,403.4,28.2,6.84,0.766,0.8,med
0.27,78.7,25.6,6.64,0.866,0.827,min
0.05,10.0,24.6,8.14,0.817,0.906,med
7.45,764.8,44.0,2.89,0.686,0.09,max
2.42,394.0,23.2,8.75,0.905,0.812,med
0.29,162.2,24.2,7.0,0.896,0.585,min
11.37,965.1,27.7,10.38,0.935,0.269,max
2.68,180.3,32.3,8.24,0.476,0.814,med
4.0,845.1,39.0,4.14,0.22,0.581,max
2.02,324.7,32.1,7.13,0.962,0.422,med
6.53,207.5,35.1,8.07,0.871,0.908,med
0.68,10.0,24.6,6.96,0.734,0.569,max
0.05,158.7,22.5,7.02,1.004,0.993,min
4.24,426.2,30.4,5.5,0.527,0.644,med
3.71,167.0,27.2,6.14,0.839,1.15,med
11.04,402.7,44.2,4.57,0.849,0.43,max
3.27,435.7,28.6,6.48,0.587,0.812,med
7.1,507.7,41.6,9.13,0.614,0.581,max
1.5,10.0,19.3,6.93,1.074,1.083,med
11.62,527.9,27.0,10.32,0.653,0.52,max
9.23,880.2,41.4,9.38,0.431,0.05,max
7.35,504.1,44.9,4.73,0.334,0.899,med
4.65,344.6,20.1,5.5,0.474,1.129,med
5.53,338.6,40.6,5.5,0.784,0.49,med
2.87,360.8,27.8,6.16,1.037,0.353,med
0.25,21.5,20.6,8.04,0.905,0.644,max
1.45,135.8,20.2,7.15,0.878,0.825,min
0.32,126.8,22.7,6.96,0.965,0.921,min
0.15,37.1,23.5,7.44,1.009,0.974,min
4.08,350.1,33.0,6.26,0.532,0.515,med
13.23,411.1,46.2,7.28,0.374,0.496,max
0.89,152.6,24.6,8.29,0.914,0.639,min
0.13,116.3,23.3,6.95,0.974,0.422,min
7.79,703.1,41.9,4.22,0.489,0.309,max
12.76,775.4,28.4,4.01,0.05,0.425,max
9.95,695.5,29.3,9.01,0.394,0.477,max
0.05,123.0,30.0,7.38,0.904,0.686,min
4.13,269.0,31.0,6.17,0.62,1.028,med
0.09,105.1,25.5,7.27,0.925,0.792,min
3.52,209.8,23.3,6.72,0.511,0.549,med
0.16,40.5,24.4,7.05,0.77,0.759,min
9.21,756.8,44.2,6.54,0.136,0.777,max
9.74,1055.0,28.8,9.88,0.425,0.759,max
9.49,635.2,36.2,5.26,0.596,0.363,max
6.45,562.1,35.4,8.8,0.714,0.112,max
2.38,400.2,31.4,7.99,0.675,0.845,med
6.28,605.3,35.6,6.55,0.528,0.681,max
1.02,104.7,24.6,7.24,0.528,0.602,min
0.15,83.7,24.1,7.4,0.944,0.774,min
6.59,491.3,34.1,9.4,0.746,0.377,max
1.61,345.0,35.4,8.13,0.614,0.393,med
1.25,362.9,30.0,7.33,0.643,0.704,med
0.75,148.8,20.3,7.58,1.031,1.071,min
1.27,409.1,29.9,5.83,0.551,0.882,med
0.05,63.7,23.2,6.69,1.049,0.776,min
1.1,528.8,40.3,8.54,0.633,0.419,med
2.05,282.1,29.2,7.51,0.382,0.647,med
0.62,14.3,27.2,7.1,0.943,0.889,min
4.0,715.0,27.8,8.8,0.218,0.138,max
6.14,289.1,17.7,7.83,1.037,0.729,med
5.26,600.0,19.4,5.5,0.651,0.346,med
2.03,228.7,26.5,7.74,0.73,0.521,med
5.49,233.3,16.3,9.36,1.154,0.688,med
1.0,217.0,18.6,7.34,0.596,0.542,med
4.18,442.7,27.5,9.37,0.563,0.578,med
8.01,1013.7,42.9,4.21,0.284,0.05,max
0.24,83.7,18.1,6.83,0.581,0.686,min
1.0,600.0,24.5,6.07,0.649,0.952,med
0.22,36.2,19.2,7.11,1.181,0.847,min
1.21,536.9,28.5,7.49,1.035,0.762,med
4.15,261.0,25.9,7.12,0.6,0.784,med
8.92,506.2,55.0,4.09,0.091,0.05,max
0.36,23.4,25.4,7.27,0.907,1.04,min
3.71,492.8,30.1,6.94,0.908,0.697,med
2.64,351.1,32.4,8.49,0.882,0.506,med
0.13,48.3,24.0,7.18,0.905,0.736,min
10.36,984.6,36.3,9.85,0.555,0.217,max
0.08,21.2,18.1,7.34,0.805,0.74,max
3.39,529.6,24.3,6.76,0.36,0.725,med
0.27,196.9,24.6,6.71,0.597,0.425,min
0.56,75.1,20.0,7.26,0.796,0.88,min
5.21,186.3,30.4,6.32,0.626,0.839,med
2.17,291.5,29.3,7.88,0.736,0.907,med
4.5,214.5,29.9,7.67,0.341,0.426,med
3.75,438.0,36.2,7.31,0.522,0.661,med
0.2,180.9,20.7,7.67,0.814,0.877,min
4.42,683.2,41.5,8.05,0.377,0.057,max
4.83,563.8,19.8,6.95,0.645,0.737,med
0.78,188.6,23.8,7.06,0.788,0.901,min
9.85,857.2,44.8,11.04,0.853,0.36,max
0.05,128.4,26.8,7.02,0.796,0.555,min
4.49,322.5,30.5,8.68,0.901,1.118,med
4.9,394.4,21.3,6.96,0.894,0.398,med
2.05,379.8,32.5,6.41,0.918,0.726,med
7.79,585.8,27.7,9.1,0.397,0.3,max
1.12,128.5,20.5,7.44,0.787,0.835,min
2.68,449.1,16.8,6.47,0.603,0.323,med
2.61,347.2,13.7,5.9,0.575,0.892,med
2.44,440.8,22.8,5.92,0.464,0.72,med
5.24,350.0,24.7,4.01,0.384,0.504,max
0.97,47.0,20.5,6.51,0.918,0.918,med
8.14,457.9,50.5,8.96,0.405,0.364,max
0.05,80.0,23.5,6.93,0.922,0.733,min
1.0,461.5,27.2,6.56,0.403,0.649,med
0.35,10.0,21.5,6.75,0.921,0.585,min
0.07,42.4,23.2,7.08,0.927,0.701,min
1.0,376.9,30.1,7.13,0.105,0.397,med
0.25,124.4,23.4,6.99,1.043,0.732,med
4.73,408.7,16.2,7.44,1.045,0.1,med
0.05,38.1,23.0,6.5,1.166,0.804,min
0.16,48.5,25.9,7.55,0.954,0.592,min
0.05,10.0,29.5,6.63,0.622,0.968,min
4.44,327.5,36.2,6.74,0.639,0.782,med
2.26,364.4,30.7,7.21,0.792,0.737,max
3.27,283.8,41.8,6.24,0.901,0.571,med
11.81,837.5,34.3,9.85,0.315,0.413,max
0.05,50.9,23.5,6.79,1.09,0.72,min
11.27,906.0,23.1,6.5,0.589,0.706,max
0.2,149.9,22.7,7.54,0.845,0.865,min
6.47,894.5,41.9,9.46,0.203,0.181,max
4.68,353.5,22.7,6.2,1.006,0.937,med
4.41,425.4,18.0,8.55,0.803,0.8,med
8.28,406.8,52.3,4.85,0.777,0.289,max
9.46,711.5,22.4,3.91,0.664,0.535,max
0.07,82.0,22.2,7.92,0.934,0.729,min
3.24,260.3,20.0,8.31,0.811,0.325,med
2.57,223.8,32.8,6.41,0.637,0.206,med
2.41,301.0,23.7,7.68,0.553,0.469,med
2.04,405.9,33.5,7.94,0.851,0.623,med
3.21,519.1,31.3,6.47,0.615,0.549,med
9.26,674.7,44.5,4.76,0.568,0.138,max
5.76,790.0,39.6,10.02,0.481,0.145,max
4.11,298.9,19.4,6.09,0.791,0.865,med
0.15,197.1,23.8,7.58,0.765,0.614,min
9.66,715.5,29.9,4.26,0.493,0.509,min
0.06,58.3,23.8,6.93,1.031,0.831,min
3.96,570.1,30.5,8.42,0.9,0.468,med
3.76,501.4,30.4,6.85,0.51,0.95,med
6.92,350.0,38.9,4.34,0.865,0.082,max
5.95,713.0,43.6,4.01,0.18,0.427,max
0.05,79.0,26.2,6.77,0.799,0.994,min
2.88,346.8,24.1,8.04,0.769,0.731,med
3.01,378.5,28.6,7.02,0.55,0.59,med
4.0,350.0,55.0,2.97,0.304,0.184,max
13.31,925.3,31.3,4.12,0.205,0.071,max
8.21,883.2,34.0,3.0,0.336,0.139,max
11.3,708.3,39.1,8.84,0.353,0.627,max
10.4,722.8,38.1,6.85,0.238,0.535,max
0.38,137.1,20.0,6.53,1.037,0.932,med
0.11,75.8,25.7,7.84,0.869,0.843,min
4.99,739.2,44.8,3.83,0.887,0.554,max
8.29,626.1,43.4,4.94,0.165,0.406,max
6.8,425.9,28.8,7.51,0.62,0.91,med
3.56,271.7,27.2,6.82,0.698,0.839,med
7.0,493.1,29.2,7.68,0.66,0.424,med
4.0,823.3,25.0,7.98,0.116,0.532,max
1.0,315.3,33.5,5.94,0.843,0.881,med
4.2,771.0,33.0,7.27,0.216,0.05,max
8.47,473.8,39.3,5.57,0.078,0.26,max
2.13,316.6,25.7,6.75,0.634,0.706,med
0.68,10.0,23.9,8.04,0.895,0.552,min
4.74,497.1,31.2,7.93,0.384,0.691,med
12.64,789.1,39.0,4.18,0.373,0.232,max
8.06,646.1,35.7,10.1,0.323,0.3,min
4.69,418.3,28.8,6.82,0.942,0.575,med
4.47,570.8,35.9,6.41,0.673,0.522,max
0.25,112.0,21.4,7.4,1.094,0.684,min
6.21,583.1,22.6,10.52,0.451,0.143,max
2.78,432.4,32.2,7.19,0.701,0.465,med
5.58,268.1,29.8,7.43,0.839,0.875,med
11.92,555.0,37.3,5.5,0.73,0.247,max
2.88,239.0,38.3,7.64,1.2,0.556,med
0.05,24.4,21.1,7.28,0.954,0.713,min
0.1,34.0,19.8,7.5,1.106,0.954,min
4.02,275.6,24.5,6.49,0.975,0.396,med
0.43,87.4,21.3,7.17,0.891,0.974,min
2.23,559.3,26.7,6.0,0.628,0.39,med
3.21,600.0,26.2,7.59,0.314,0.736,med
3.22,211.1,31.1,5.98,0.548,0.454,med
1.0,312.8,33.3,7.54,0.824,0.575,med
2.21,284.4,31.4,6.89,0.685,0.913,med
0.1,67.4,19.9,6.5,1.2,0.685,min
0.16,167.6,26.1,7.17,1.162,0.979,min
10.14,807.5,31.1,3.62,0.206,0.384,max
0.58,101.3,19.7,7.36,0.814,0.903,min
5.57,188.7,33.1,6.34,0.584,0.558,med
0.68,76.2,27.2,7.58,0.691,0.704,min
0.48,104.4,29.5,6.89,1.031,0.878,min
4.12,468.8,31.6,7.62,0.807,0.43,med
1.0,325.8,19.3,6.84,0.707,0.874,med
1.78,268.6,34.0,6.88,0.458,0.352,med
2.15,150.0,29.1,7.0,0.396,0.639,med
7.0,367.4,31.5,8.4,0.956,0.752,med
3.31,389.2,22.4,6.81,0.799,0.585,med
5.68,600.0,28.4,7.55,0.608,0.827,med
1.75,150.0,28.0,6.2,1.2,0.616,med
7.82,455.4,37.6,9.48,0.66,0.446,max
3.13,217.7,28.9,6.58,0.818,0.646,med
1.2,10.0,21.8,7.41,0.802,0.758,min
0.41,138.4,24.2,7.95,0.784,0.663,min
3.3,348.9,22.7,6.78,0.349,0.712,med
0.25,84.8,24.0,6.88,0.853,0.786,min
1.5,14.7,19.2,7.16,0.78,0.727,min
1.49,533.4,35.2,7.43,0.691,0.562,med
9.51,841.5,47.5,3.68,0.801,0.653,max
2.1,480.3,27.1,6.48,0.513,0.889,med
0.18,117.6,22.7,7.43,0.801,0.843,min
9.04,663.7,50.3,7.79,0.33,0.311,max
0.56,78.4,27.4,7.08,0.977,0.982,min
4.31,235.7,22.9,7.06,0.735,0.285,med
10.37,578.0,36.2,9.69,1.135,0.507,max
3.24,399.9,24.2,7.23,0.856,0.504,med
2.34,303.1,24.9,7.73,0.769,0.789,med
4.07,511.1,29.6,6.35,0.877,0.377,med
1.5,156.9,25.6,6.73,0.988,0.943,min
0.27,174.1,19.0,7.41,0.778,0.879,min
0.87,10.0,24.8,7.49,0.907,1.033,min
0.05,56.8,24.1,7.94,0.866,0.798,min
3.57,433.4,25.4,8.07,0.759,0.514,med
0.2,83.1,22.7,7.98,0.638,0.864,min
0.26,22.3,25.5,7.76,1.076,0.885,min
0.29,56.2,25.8,7.16,0.873,0.948,min
6.6,709.2,38.6,7.05,1.061,0.862,max
11.98,696.0,50.1,10.15,1.023,0.744,max
0.05,190.9,19.8,6.5,0.93,0.941,min
3.22,361.5,21.8,7.23,0.356,0.859,med
2.34,289.7,21.7,6.79,0.619,1.02,max
4.78,311.9,36.1,7.91,0.742,0.698,med
5.72,441.1,33.0,7.59,0.96,0.433,med
3.8,363.7,29.4,7.07,0.445,0.386,med
0.2,173.2,17.0,7.38,0.934,0.732,min
10.0,874.8,32.8,8.8,0.388,0.881,max
5.61,753.0,34.2,7.47,0.471,0.163,max
0.18,10.0,18.6,7.47,0.871,0.824,min
7.23,875.9,39.8,3.32,0.876,0.522,max
5.54,434.5,37.8,9.2,0.865,0.307,max
5.92,475.8,49.2,10.37,0.87,0.275,max
1.0,360.0,29.9,6.67,0.688,0.688,max
4.96,194.6,20.9,7.58,0.687,0.559,med
0.66,138.5,19.3,7.58,0.873,0.863,min
5.82,528.3,16.3,7.0,0.997,1.15,med
3.39,359.6,42.0,7.37,0.293,0.541,med
7.23,733.3,32.5,5.26,0.211,0.344,max
11.62,732.6,55.0,4.93,0.867,0.152,max
0.36,44.7,22.6,7.63,0.813,0.978,min
6.3,350.0,36.1,8.87,0.523,0.412,max
5.19,489.2,29.2,5.5,1.056,0.761,med
7.14,754.6,39.6,3.95,0.05,0.05,max
0.05,54.0,23.6,7.42,1.031,1.023,min
0.27,147.4,18.7,7.15,0.889,0.685,min
0.05,36.0,21.0,6.85,1.072,0.662,min
1.32,201.1,23.6,7.62,0.791,0.868,min
6.1,734.5,39.0,8.8,0.29,0.05,max
1.1,33.6,24.1,7.43,0.885,0.841,min
2.94,341.3,28.3,7.13,0.812,0.615,med
3.62,235.9,28.6,6.86,1.034,0.749,med
4.0,804.1,33.0,9.84,0.628,0.397,max
4.0,672.5,49.8,5.03,0.238,0.306,max
8.61,537.6,37.2,7.11,0.482,0.536,max
4.06,231.0,22.2,7.24,0.836,0.275,med
4.45,600.0,34.4,8.41,0.744,0.844,med
0.21,10.0,16.8,7.88,0.932,0.835,min
1.0,215.0,24.5,7.0,0.671,0.626,med
3.43,254.0,19.1,5.5,0.674,0.564,med
8.1,365.4,38.8,9.25,0.996,0.847,max
0.11,10.0,21.5,6.87,0.84,0.942,min
0.08,10.0,24.7,8.0,1.008,0.78,min
1.95,367.6,31.6,7.63,0.688,0.602,med
1.82,150.0,34.3,5.5,0.749,0.827,med
1.29,55.0,25.2,7.93,0.888,0.947,min
6.08,711.3,42.3,6.0,0.05,0.52,max
4.47,565.1,45.2,3.68,0.81,0.625,max
8.65,376.0,42.6,7.52,0.761,0.658,max
0.13,95.8,17.9,6.5,0.636,0.889,min
7.94,585.9,37.9,7.74,0.34,0.332,max
7.19,350.0,41.8,6.9,0.476,0.076,max
6.94,825.4,52.8,3.34,0.195,0.443,max
4.52,475.0,31.3,8.9,1.027,0.738,med
0.82,112.9,29.7,7.3,0.762,0.8,min
3.92,539.6,29.4,9.17,0.52,0.646,med
7.22,579.3,31.9,6.43,0.887,0.507,max
0.94,39.9,22.0,7.51,0.742,0.914,min
6.3,508.2,39.2,6.88,0.351,0.876,max
1.82,175.9,27.5,6.77,0.617,0.633,med
4.0,507.1,44.0,7.21,0.274,0.567,max
1.05,10.0,17.7,8.4,1.162,0.958,min
13.78,807.8,47.7,3.52,0.866,0.979,max
4.92,340.5,29.7,6.69,0.88,0.528,med
3.7,456.2,40.3,6.31,0.68,0.596,med
0.42,33.7,25.4,8.02,0.984,0.827,min
7.92,431.4,34.9,9.95,0.769,0.385,max
6.03,497.9,33.8,7.76,0.442,0.783,med
4.0,630.7,37.9,4.15,0.592,0.527,max
3.18,264.8,28.2,6.27,0.494,0.746,med
7.99,863.5,43.2,4.03,0.492,0.081,max
0.88,22.1,21.7,7.22,0.876,0.638,min
9.33,764.4,38.1,6.0,0.235,0.514,max
5.06,538.7,49.5,7.11,0.386,0.05,max
5.04,230.6,24.3,7.79,0.906,0.396,med
8.25,734.4,45.2,5.54,0.91,0.05,max
2.45,313.9,24.3,6.61,0.494,0.472,med
0.12,156.5,30.0,7.31,0.743,0.801,min
5.89,279.5,19.3,7.64,1.049,0.783,med
0.49,194.8,16.5,7.17,1.079,0.831,min
4.0,406.8,43.3,5.73,0.509,0.772,max
4.05,357.6,20.0,7.4,1.071,0.656,med
4.91,582.3,43.6,4.54,0.177,0.467,max
0.21,82.8,20.0,7.5,0.98,1.031,min
0.05,176.5,23.7,6.82,0.842,0.819,min
2.32,244.1,32.7,5.92,0.636,0.853,med
6.06,460.0,31.3,7.73,0.988,0.865,med
5.29,613.2,48.8,6.12,0.525,0.294,min
0.37,167.5,27.0,7.55,1.2,0.916,min
5.41,505.4,46.9,10.33,0.248,0.213,max
8.14,529.6,29.7,5.58,0.803,0.242,max
0.35,60.4,18.1,7.16,0.975,0.792,min
9.08,570.0,31.5,6.7,0.329,0.05,max
0.32,93.1,25.6,6.8,0.663,0.966,min
0.59,73.3,27.3,7.06,0.824,0.826,min
6.75,476.6,34.1,8.17,0.5,0.406,med
0.1,62.7,30.0,7.37,0.693,0.765,min
0.05,110.4,26.6,7.47,0.896,1.055,min
0.26,83.6,25.8,6.79,1.027,0.695,min
3.09,511.3,36.3,7.25,0.432,0.758,med
7.49,953.6,46.9,7.78,0.423,0.05,min
12.61,431.3,38.6,9.18,0.799,0.37,max
4.35,478.2,21.5,5.5,0.731,0.664,med
11.2,350.0,54.8,4.83,0.637,0.638,max
8.16,398.9,41.7,9.26,0.05,0.616,max
5.0,350.0,17.6,6.64,0.66,0.799,med
6.14,319.1,11.1,6.8,0.727,0.127,med
14.8,768.9,48.4,9.37,0.166,0.201,max
5.68,279.4,26.9,9.17,0.989,0.316,med
7.82,727.0,38.0,7.28,0.306,0.258,max
8.3,488.9,32.4,4.51,1.2,0.279,max
2.16,428.8,36.2,8.06,0.821,0.355,med
0.66,123.3,24.9,7.72,0.861,0.868,min
0.05,111.2,25.5,7.58,0.928,0.707,min
4.0,816.0,41.1,6.6,0.689,0.206,max
0.06,65.9,22.2,6.93,0.712,0.767,min
4.74,420.3,31.4,8.39,0.476,0.555,med
